"","Ehf","Irf_11","Irf_7","Maf_2","NF-kappaB_2","NF-kappaB_5","NF-Y_1","NF-Y_2","NF-Y_3","Nrf-2_2","Nrf-2_3","TCF11::MafG"
"410","ENSG00000146007","ENSG00000147439","","ENSG00000177479","ENSG00000177380","ENSG00000181368","ENSG00000143476","ENSG00000170315","ENSG00000102243","ENSG00000150961","ENSG00000159023",""
"411","ENSG00000146085","ENSG00000147676","","ENSG00000178104","ENSG00000177519","ENSG00000181634","ENSG00000143493","ENSG00000170325","ENSG00000102271","ENSG00000150991","ENSG00000159231",""
"412","ENSG00000146410","ENSG00000147862","","ENSG00000178209","ENSG00000177707","ENSG00000181652","ENSG00000143494","ENSG00000170469","ENSG00000102384","ENSG00000151468","ENSG00000159339",""
"413","ENSG00000146469","ENSG00000147996","","ENSG00000178966","ENSG00000178343","ENSG00000182022","ENSG00000143507","ENSG00000171160","ENSG00000102393","ENSG00000151474","ENSG00000160593",""
"414","ENSG00000146670","ENSG00000148200","","ENSG00000179292","ENSG00000178719","ENSG00000182568","ENSG00000143621","ENSG00000171492","ENSG00000102606","ENSG00000151612","ENSG00000160685",""
"415","ENSG00000147133","ENSG00000148655","","ENSG00000179399","ENSG00000179051","ENSG00000182752","ENSG00000143797","ENSG00000171735","ENSG00000102804","ENSG00000151657","ENSG00000160691",""
"416","ENSG00000147206","ENSG00000148702","","ENSG00000179761","ENSG00000179082","ENSG00000182902","ENSG00000143878","ENSG00000171815","ENSG00000102871","ENSG00000151690","ENSG00000160712",""
"417","ENSG00000147439","ENSG00000148737","","ENSG00000180921","ENSG00000179178","ENSG00000183337","ENSG00000143933","ENSG00000171885","ENSG00000102900","ENSG00000151914","ENSG00000160746",""
"418","ENSG00000147507","ENSG00000148948","","ENSG00000181019","ENSG00000179344","ENSG00000183762","ENSG00000144339","ENSG00000171962","ENSG00000103018","ENSG00000151917","ENSG00000161011",""
"419","ENSG00000147677","ENSG00000149231","","ENSG00000181110","ENSG00000179761","ENSG00000184260","ENSG00000144554","ENSG00000172046","ENSG00000103066","ENSG00000151923","ENSG00000161326",""
"420","ENSG00000147679","ENSG00000149289","","ENSG00000181649","ENSG00000179796","ENSG00000184270","ENSG00000144824","ENSG00000172115","ENSG00000103353","ENSG00000151929","ENSG00000161638",""
"421","ENSG00000147684","ENSG00000149300","","ENSG00000181652","ENSG00000179820","ENSG00000184371","ENSG00000144840","ENSG00000172201","ENSG00000103356","ENSG00000152214","ENSG00000161813",""
"422","ENSG00000147687","ENSG00000150093","","ENSG00000182459","ENSG00000179840","ENSG00000184451","ENSG00000144868","ENSG00000172264","ENSG00000103429","ENSG00000152292","ENSG00000161958",""
"423","ENSG00000147853","ENSG00000151150","","ENSG00000183324","ENSG00000179912","ENSG00000184588","ENSG00000144908","ENSG00000172348","ENSG00000103460","ENSG00000152583","ENSG00000162188",""
"424","ENSG00000147862","ENSG00000151224","","ENSG00000183421","ENSG00000180592","ENSG00000184678","ENSG00000145088","ENSG00000172354","ENSG00000103479","ENSG00000152818","ENSG00000162374",""
"425","ENSG00000147905","ENSG00000151320","","ENSG00000183597","ENSG00000180667","ENSG00000185269","ENSG00000145423","ENSG00000172660","ENSG00000103495","ENSG00000153060","ENSG00000162390",""
"426","ENSG00000148218","ENSG00000151332","","ENSG00000183735","ENSG00000180818","ENSG00000185420","ENSG00000145526","ENSG00000172671","ENSG00000103540","ENSG00000153130","ENSG00000162391",""
"427","ENSG00000149100","ENSG00000151461","","ENSG00000183840","ENSG00000180992","ENSG00000185630","ENSG00000145721","ENSG00000172731","ENSG00000103549","ENSG00000153814","ENSG00000162407",""
"428","ENSG00000149187","ENSG00000151468","","ENSG00000183856","ENSG00000182022","ENSG00000185664","ENSG00000145808","ENSG00000172765","ENSG00000103740","ENSG00000153815","ENSG00000162413",""
"429","ENSG00000149483","ENSG00000151474","","ENSG00000184007","ENSG00000182287","ENSG00000186187","ENSG00000145907","ENSG00000172795","ENSG00000103769","ENSG00000153956","ENSG00000162522",""
"430","ENSG00000149503","ENSG00000151665","","ENSG00000184502","ENSG00000182500","ENSG00000186648","ENSG00000146047","ENSG00000172878","ENSG00000103995","ENSG00000154016","ENSG00000162613",""
"431","ENSG00000149716","ENSG00000151702","","ENSG00000184530","ENSG00000182601","ENSG00000186998","ENSG00000146233","ENSG00000172954","ENSG00000104332","ENSG00000154040","ENSG00000162616",""
"432","ENSG00000149823","ENSG00000151923","","ENSG00000184564","ENSG00000182870","ENSG00000187147","ENSG00000146278","ENSG00000173208","ENSG00000104412","ENSG00000154143","ENSG00000162738",""
"433","ENSG00000150316","ENSG00000151989","","ENSG00000185008","ENSG00000182872","ENSG00000187251","ENSG00000146282","ENSG00000173226","ENSG00000104427","ENSG00000154174","ENSG00000162772",""
"434","ENSG00000150990","ENSG00000152527","","ENSG00000185339","ENSG00000183092","ENSG00000187605","ENSG00000146386","ENSG00000173281","ENSG00000104442","ENSG00000154640","ENSG00000162849",""
"435","ENSG00000151239","ENSG00000152601","","ENSG00000185774","ENSG00000183166","ENSG00000187878","ENSG00000146410","ENSG00000173611","ENSG00000104490","ENSG00000155008","ENSG00000162878",""
"436","ENSG00000151414","ENSG00000152689","","ENSG00000185825","ENSG00000183337","ENSG00000188037","ENSG00000146416","ENSG00000173848","ENSG00000104517","ENSG00000155252","ENSG00000162892",""
"437","ENSG00000151445","ENSG00000152782","","ENSG00000186007","ENSG00000183454","ENSG00000188176","ENSG00000147123","ENSG00000173933","ENSG00000104549","ENSG00000155636","ENSG00000162896",""
"438","ENSG00000151665","ENSG00000152904","","ENSG00000186174","ENSG00000183760","ENSG00000188277","ENSG00000147155","ENSG00000174326","ENSG00000104728","ENSG00000155897","ENSG00000163029",""
"439","ENSG00000152154","ENSG00000152977","","ENSG00000186487","ENSG00000183960","ENSG00000189120","ENSG00000147246","ENSG00000174327","ENSG00000104738","ENSG00000156030","ENSG00000163114",""
"440","ENSG00000152234","ENSG00000153147","","ENSG00000186594","ENSG00000184007","ENSG00000196189","ENSG00000147257","ENSG00000174695","ENSG00000104756","ENSG00000156273","ENSG00000163157",""
"441","ENSG00000152332","ENSG00000153233","","ENSG00000186654","ENSG00000184156","ENSG00000196277","ENSG00000147364","ENSG00000175029","ENSG00000104765","ENSG00000156298","ENSG00000163288",""
"442","ENSG00000152457","ENSG00000153234","","ENSG00000187037","ENSG00000184524","ENSG00000196296","ENSG00000147536","ENSG00000175063","ENSG00000104804","ENSG00000156515","ENSG00000163491",""
"443","ENSG00000152689","ENSG00000153283","","ENSG00000188130","ENSG00000184922","ENSG00000196588","ENSG00000147804","ENSG00000175445","ENSG00000104805","ENSG00000156535","ENSG00000163515",""
"444","ENSG00000153130","ENSG00000153714","","ENSG00000189308","ENSG00000185052","ENSG00000196739","ENSG00000148339","ENSG00000175497","ENSG00000104824","ENSG00000156650","ENSG00000163531",""
"445","ENSG00000153234","ENSG00000153898","","ENSG00000189367","ENSG00000185379","ENSG00000196850","ENSG00000148655","ENSG00000175662","ENSG00000104825","ENSG00000156804","ENSG00000163554",""
"446","ENSG00000153339","ENSG00000153914","","ENSG00000196141","ENSG00000185739","ENSG00000196975","ENSG00000148680","ENSG00000176124","ENSG00000104835","ENSG00000157077","ENSG00000163687",""
"447","ENSG00000153714","ENSG00000154175","","ENSG00000196218","ENSG00000185838","ENSG00000197199","ENSG00000148842","ENSG00000176371","ENSG00000104848","ENSG00000157540","ENSG00000163701",""
"448","ENSG00000153767","ENSG00000154451","","ENSG00000196368","ENSG00000186187","ENSG00000197249","ENSG00000148948","ENSG00000176406","ENSG00000104884","ENSG00000157551","ENSG00000163803",""
"449","ENSG00000154059","ENSG00000155111","","ENSG00000196482","ENSG00000186642","ENSG00000197705","ENSG00000149050","ENSG00000176473","ENSG00000104957","ENSG00000157554","ENSG00000163818",""
"450","ENSG00000154144","ENSG00000155307","","ENSG00000196588","ENSG00000186827","ENSG00000198081","ENSG00000149294","ENSG00000176532","ENSG00000104967","ENSG00000157557","ENSG00000164402",""
"451","ENSG00000154174","ENSG00000155629","","ENSG00000196754","ENSG00000187109","ENSG00000198382","ENSG00000149970","ENSG00000176563","ENSG00000105011","ENSG00000157978","ENSG00000164440",""
"452","ENSG00000154639","ENSG00000155744","","ENSG00000196924","ENSG00000187251","ENSG00000198722","ENSG00000150281","ENSG00000177045","ENSG00000105053","ENSG00000158055","ENSG00000164849",""
"453","ENSG00000154721","ENSG00000155749","","ENSG00000197063","ENSG00000187486","ENSG00000198728","ENSG00000150477","ENSG00000177181","ENSG00000105058","ENSG00000158714","ENSG00000164916",""
"454","ENSG00000154723","ENSG00000155816","","ENSG00000197622","ENSG00000187605","ENSG00000198729","ENSG00000150637","ENSG00000177427","ENSG00000105127","ENSG00000158825","ENSG00000164970",""
"455","ENSG00000154727","ENSG00000155849","","ENSG00000197746","ENSG00000187720","ENSG00000198732","ENSG00000150672","ENSG00000177469","ENSG00000105131","ENSG00000158887","ENSG00000165029",""
"456","ENSG00000154914","ENSG00000156030","","ENSG00000197859","ENSG00000188205","ENSG00000198873","ENSG00000150893","ENSG00000177731","ENSG00000105146","ENSG00000159023","ENSG00000165078",""
"457","ENSG00000154957","ENSG00000156171","","ENSG00000197915","ENSG00000188277","ENSG00000198900","ENSG00000151229","ENSG00000178031","ENSG00000105176","ENSG00000159216","ENSG00000165259",""
"458","ENSG00000155438","ENSG00000156273","","ENSG00000197948","ENSG00000188322","ENSG00000204103","ENSG00000151572","ENSG00000178458","ENSG00000105204","ENSG00000159618","ENSG00000165280",""
"459","ENSG00000155465","ENSG00000156475","","ENSG00000198324","ENSG00000188396","ENSG00000204406","ENSG00000151790","ENSG00000178729","ENSG00000105220","ENSG00000160219","ENSG00000165309",""
"460","ENSG00000155744","ENSG00000156587","","ENSG00000198369","ENSG00000188859","ENSG00000204525","ENSG00000152208","ENSG00000178997","ENSG00000105223","ENSG00000160593","ENSG00000165626",""
"461","ENSG00000155827","ENSG00000156738","","ENSG00000198553","ENSG00000189120","ENSG00000204580","ENSG00000152217","ENSG00000179082","ENSG00000105229","ENSG00000160679","ENSG00000165678",""
"462","ENSG00000155957","ENSG00000156925","","ENSG00000203805","ENSG00000189337","ENSG00000204923","ENSG00000152270","ENSG00000179094","ENSG00000105245","ENSG00000160685","ENSG00000165868",""
"463","ENSG00000156050","ENSG00000157500","","ENSG00000204256","ENSG00000196126","ENSG00000205213","ENSG00000152430","ENSG00000179331","ENSG00000105254","ENSG00000160688","ENSG00000165949",""
"464","ENSG00000156313","ENSG00000157654","","ENSG00000204257","ENSG00000196189","ENSG00000206088","ENSG00000152592","ENSG00000179344","ENSG00000105258","ENSG00000160746","ENSG00000166167",""
"465","ENSG00000156599","ENSG00000157734","","ENSG00000204633","ENSG00000196220","ENSG00000214198","ENSG00000152620","ENSG00000179862","ENSG00000105281","ENSG00000161011","ENSG00000166321",""
"466","ENSG00000156639","ENSG00000158079","","ENSG00000205186","ENSG00000196296","ENSG00000214302","ENSG00000152670","ENSG00000180185","ENSG00000105287","ENSG00000161281","ENSG00000166747",""
"467","ENSG00000156873","ENSG00000158711","","ENSG00000205279","ENSG00000196435","ENSG00000214708","ENSG00000153291","ENSG00000180269","ENSG00000105290","ENSG00000161326","ENSG00000166831",""
"468","ENSG00000156958","ENSG00000158714","","ENSG00000205336","ENSG00000196533","ENSG00000214935","ENSG00000153767","ENSG00000180806","ENSG00000105323","ENSG00000161813","ENSG00000166963",""
"469","ENSG00000157184","ENSG00000158773","","ENSG00000205363","ENSG00000196576","","ENSG00000154096","ENSG00000181218","ENSG00000105341","ENSG00000161958","ENSG00000167131",""
"470","ENSG00000157600","ENSG00000159023","","ENSG00000205410","ENSG00000196704","","ENSG00000154146","ENSG00000181322","ENSG00000105355","ENSG00000162105","ENSG00000167470",""
"471","ENSG00000157637","ENSG00000159216","","ENSG00000212652","ENSG00000196850","","ENSG00000154262","ENSG00000181458","ENSG00000105357","ENSG00000162374","ENSG00000167553",""
"472","ENSG00000157823","ENSG00000159263","","ENSG00000214575","ENSG00000197063","","ENSG00000154305","ENSG00000181467","ENSG00000105364","ENSG00000162407","ENSG00000167680",""
"473","ENSG00000158161","ENSG00000159337","","ENSG00000214872","ENSG00000197136","","ENSG00000155016","ENSG00000181555","ENSG00000105371","ENSG00000162413","ENSG00000167768",""
"474","ENSG00000158321","ENSG00000159658","","ENSG00000214890","ENSG00000197272","","ENSG00000155090","ENSG00000181827","ENSG00000105376","ENSG00000162522","ENSG00000167779",""
"475","ENSG00000158480","ENSG00000160584","","ENSG00000214941","ENSG00000197705","","ENSG00000155189","ENSG00000182108","ENSG00000105402","ENSG00000162688","ENSG00000168000",""
"476","ENSG00000158710","ENSG00000160710","","ENSG00000215277","ENSG00000197757","","ENSG00000155287","ENSG00000182134","ENSG00000105409","ENSG00000162701","ENSG00000168137",""
"477","ENSG00000158769","ENSG00000160789","","","ENSG00000197859","","ENSG00000155506","ENSG00000182253","ENSG00000105443","ENSG00000162729","ENSG00000168334",""
"478","ENSG00000158773","ENSG00000161642","","","ENSG00000197880","","ENSG00000155629","ENSG00000182628","ENSG00000105447","ENSG00000162734","ENSG00000168386",""
"479","ENSG00000159079","ENSG00000162374","","","ENSG00000198604","","ENSG00000155660","ENSG00000182742","ENSG00000105467","ENSG00000162738","ENSG00000168477",""
"480","ENSG00000159216","ENSG00000162601","","","ENSG00000198795","","ENSG00000155760","ENSG00000182973","ENSG00000105552","ENSG00000162878","ENSG00000168685",""
"481","ENSG00000159307","ENSG00000162630","","","ENSG00000203805","","ENSG00000155849","ENSG00000183036","ENSG00000105556","ENSG00000162949","ENSG00000168702",""
"482","ENSG00000159377","ENSG00000162676","","","ENSG00000203943","","ENSG00000156140","ENSG00000183044","ENSG00000105568","ENSG00000163114","ENSG00000168710",""
"483","ENSG00000159409","ENSG00000162736","","","ENSG00000204256","","ENSG00000156398","ENSG00000183091","ENSG00000105576","ENSG00000163281","ENSG00000168763",""
"484","ENSG00000159459","ENSG00000162753","","","ENSG00000204283","","ENSG00000156521","ENSG00000183207","ENSG00000105605","ENSG00000163352","ENSG00000168781",""
"485","ENSG00000159479","ENSG00000162763","","","ENSG00000204496","","ENSG00000156531","ENSG00000183273","ENSG00000105610","ENSG00000163491","ENSG00000169032",""
"486","ENSG00000159592","ENSG00000162772","","","ENSG00000204525","","ENSG00000156599","ENSG00000183403","ENSG00000105617","ENSG00000163499","ENSG00000169247",""
"487","ENSG00000159596","ENSG00000162777","","","ENSG00000204576","","ENSG00000156603","ENSG00000183475","ENSG00000105618","ENSG00000163518","ENSG00000169508",""
"488","ENSG00000160055","ENSG00000162896","","","ENSG00000204590","","ENSG00000156802","ENSG00000183598","ENSG00000105619","ENSG00000163534","ENSG00000169696",""
"489","ENSG00000160211","ENSG00000163012","","","ENSG00000204682","","ENSG00000156853","ENSG00000183655","ENSG00000105649","ENSG00000163554","ENSG00000170634",""
"490","ENSG00000160220","ENSG00000163114","","","ENSG00000204923","","ENSG00000156990","ENSG00000183765","ENSG00000105701","ENSG00000163687","ENSG00000170745",""
"491","ENSG00000160256","ENSG00000163132","","","ENSG00000205128","","ENSG00000157193","ENSG00000183978","ENSG00000105732","ENSG00000163701","ENSG00000171174",""
"492","ENSG00000160410","ENSG00000163219","","","ENSG00000205363","","ENSG00000157216","ENSG00000184144","ENSG00000105771","ENSG00000163833","ENSG00000171224",""
"493","ENSG00000160685","ENSG00000163349","","","ENSG00000213022","","ENSG00000157483","ENSG00000184313","ENSG00000105808","ENSG00000163914","ENSG00000171365",""
"494","ENSG00000160785","ENSG00000163421","","","ENSG00000213160","","ENSG00000158055","ENSG00000184661","ENSG00000106003","ENSG00000164035","ENSG00000171471",""
"495","ENSG00000160808","ENSG00000163527","","","ENSG00000213886","","ENSG00000158077","ENSG00000185236","ENSG00000106006","ENSG00000164134","ENSG00000171552",""
"496","ENSG00000160961","ENSG00000163531","","","ENSG00000215012","","ENSG00000158195","ENSG00000185305","ENSG00000106049","ENSG00000164283","ENSG00000171703",""
"497","ENSG00000161395","ENSG00000163606","","","ENSG00000215386","","ENSG00000158246","ENSG00000185591","ENSG00000106080","ENSG00000164440","ENSG00000171914",""
"498","ENSG00000161533","ENSG00000163687","","","ENSG00000221914","","ENSG00000158321","ENSG00000185624","ENSG00000106086","ENSG00000164483","ENSG00000171992",""
"499","ENSG00000161547","ENSG00000163743","","","ENSG00000221916","","ENSG00000158716","ENSG00000185634","ENSG00000106144","ENSG00000164484","ENSG00000172046",""
"500","ENSG00000161847","ENSG00000163840","","","ENSG00000221949","","ENSG00000158859","ENSG00000185774","ENSG00000106305","ENSG00000164849","ENSG00000172070",""
"501","ENSG00000162144","ENSG00000164056","","","ENSG00000222009","","ENSG00000158864","ENSG00000186031","ENSG00000106330","ENSG00000164916","ENSG00000172159",""
"502","ENSG00000162222","ENSG00000164093","","","","","ENSG00000159131","ENSG00000186132","ENSG00000106336","ENSG00000164975","ENSG00000172765",""
"503","ENSG00000162300","ENSG00000164125","","","","","ENSG00000159140","ENSG00000186185","ENSG00000106346","ENSG00000165006","ENSG00000172878",""
"504","ENSG00000162396","ENSG00000164136","","","","","ENSG00000159216","ENSG00000186369","ENSG00000106462","ENSG00000165023","ENSG00000172915",""
"505","ENSG00000162434","ENSG00000164308","","","","","ENSG00000159792","ENSG00000186660","ENSG00000106537","ENSG00000165091","ENSG00000172943",""
