Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
FAM72D,-0.9843760997,-1.0536150478,-0.1205879435,0.1205879435,1.1273090871,1.282182695
FAM73B,0.4747903213,0.7750167876,1.7145544029,-0.7078054336,-0.8146719332,-0.4747903213
FAM75C1,-1.4488468044,0.2978213345,-1.3484804698,0.7196297312,-0.2978213345,0.8094731761
FAM83C,-0.9025842342,-0.8431721852,-0.603768405,1.0202416406,1.3285501076,0.603768405
FAM83D,-0.4507952767,-0.1492192276,-0.2655540287,0.1492192276,1.5925886307,1.8361942622
FAM89B,-0.0250609718,1.5555331579,1.3906016636,-0.9975002482,0.0250609718,-0.3114573104
FAM90A16,-0.2476581212,-0.1134586846,0.0034436472,-0.0034436472,1.7943677302,1.8804588142
FAM90A17,0.4138252577,1.003929477,1.0503624802,-0.4138252577,-1.2933591563,-0.9374302987
FAM96B,1.4340467501,0.2625396008,1.3678813292,-0.2625396008,-0.4269865776,-1.0271335563
FANCE,-1.1605460573,-0.3215143352,-1.710160954,0.3215143352,0.4003201781,0.8837667759
FANK1,1.1955830875,0.4426019272,1.3977861912,-0.6595059009,-0.9717556717,-0.4426019272
FARSA,0.8028404464,0.7458242926,0.3247592309,-1.2212158561,-1.5288750298,-0.3247592309
FASLG,-1.4055193361,-0.9600384748,-0.5870333144,0.6413436073,1.0394490071,0.5870333144
FBLN1,-0.3714790703,-1.3673660407,-0.7205460736,0.3714790703,0.8744018617,1.2533218309
FBLN2,-1.3572179762,-0.3249060442,-0.0984747234,0.0984747234,1.2921867109,1.2152246368
FBLN7,1.3933628527,0.3634078325,1.1701340918,-0.3634078325,-0.9062026556,-0.844968249
FBN2,-0.3893196068,-0.7675273021,-0.6847948178,1.5269224047,1.2679672529,0.3893196068
FBXL11,-1.6983066792,-0.3268571623,-0.4099170672,0.5160336299,1.2209544719,0.3268571623
FBXL15,1.0214083343,0.7816201852,0.819940859,-0.7816201852,-1.0939988706,-0.9335450304
FBXL18,-0.8497333609,-0.6080958756,-0.3834432306,0.3834432306,1.2957278223,1.493539081
FBXL21,-0.6879885839,-0.9766022739,-0.9152505169,0.8326962944,0.6879885839,1.2549559183
FBXL6,0.9083142345,1.0117813093,0.589528688,-0.589528688,-1.1275844454,-1.0954565224
FBXO11,-1.2878087251,-0.4603524897,-0.4989586512,0.4603524897,1.4152709916,0.8378520627
FBXO2,0.5211179324,1.2644412195,1.1024394791,-0.9094388679,-0.9285621649,-0.5211179324
FBXO44,0.1368106037,0.8607979476,1.2645265175,-1.3623319095,-0.8767985515,-0.1368106037
FBXO5,-0.3970427394,-0.2790171036,-0.4071892214,0.2790171036,0.9128559596,2.1259795594
FBXO6,0.8364153888,0.396580818,0.6804547528,-1.5173372961,-1.2103126722,-0.396580818
FBXW5,0.5490922717,0.9745622511,0.915260258,-0.5490922717,-1.3805093892,-0.850353463
FBXW7,-0.661641001,-0.8555731284,-0.9392547992,1.1827480547,1.0707107458,0.661641001
FCER2,2.2417796863,-0.168971014,1.2249407333,0.0914531922,-0.1915874922,-0.0914531922
FCGR1A,0.0233585092,-0.5285429163,-0.5323472904,2.1221758881,-0.0233585092,0.6474018952
FERD3L,0.6469899504,0.3466724345,1.0558186858,-1.24324852,-1.3459445359,-0.3466724345
FGD6,-1.3578218016,0.3335848699,-1.5080730384,-0.3335848699,0.8494378492,0.5461208629
FGF12,-1.2659898404,-1.4609352242,-0.3616504075,0.7473979283,0.3616504075,0.817251364
FGF13,0.5402031791,0.8712611048,0.7072298941,-1.4190543699,-0.5402031791,-1.1420597179
FGF19,1.2033309007,0.3456970398,0.3840467139,-1.67484164,-0.3456970398,-0.6765152179
FGF2,1.5868554711,0.3363075711,0.5483764946,-0.3363075711,-0.5388673241,-1.2960036635
FGF20,-0.8239094171,-0.3329439095,-0.3436838515,1.2818181212,0.3329439095,1.6988771265
FGF23,0.3244375559,0.7712339747,0.4424490725,-1.5551461037,-1.4555593568,-0.3244375559
FGF4,1.237619997,0.5993452729,0.1572474248,-0.888656675,-1.5249025874,-0.1572474248
FGF5,0.3908904903,0.4415444705,0.3566042921,-1.8139125578,-1.4454347832,-0.3566042921
FGG,1.4281356064,0.4097873301,1.3330614463,-0.4185992167,-0.9888145105,-0.4097873301
FGL1,-0.3070165307,-1.6674901064,-0.6546822138,0.4703828433,1.2045380928,0.3070165307
FGR,-1.2666671971,-0.4006714672,-0.9407791843,0.4006714672,1.4201745126,0.4390124653
FH,-0.610531516,-1.0971240915,-0.9476439978,0.9884859245,0.610531516,1.0843518858
FHOD1,0.922295327,0.4450447073,1.2810173752,-0.4929689295,-0.4450447073,-1.374068663
FIGF,0.768766977,0.3736394153,1.0126640769,-0.3736394153,-1.4145754661,-1.0912003052
FKBP3,-0.9346439299,-0.9594236184,-0.5629907905,1.1161224938,0.5629907905,1.1622911346
FKBP4,-0.4754305363,-1.1619978184,-1.0730067005,0.4754305363,1.057155544,0.9675447124
FLI1,-0.5830976348,-0.5186908501,-1.8970242557,0.6230266164,0.6234562934,0.5186908501
FLII,0.5189958272,1.2715755474,0.7972199423,-1.3855636966,-0.5189958272,-0.5407578334
FLJ10803,1.3716037039,0.647781959,1.1071700965,-0.647781959,-0.7058551676,-0.837415251
FLJ10916,0.495008617,0.7989210487,1.222771701,-0.495008617,-0.9354208717,-1.2266871363
FLJ11235,-0.8597843574,-0.9203293141,-0.3056993782,1.3018259558,0.3056993782,1.2803635038
FLJ12688,0.6583059917,1.3380906973,0.9189327739,-0.692239162,-0.6583059917,-1.0326391614
FLJ13614,-0.5957195514,-1.1460171134,-1.070389893,0.5957195514,0.6014290644,1.2227316254
FLJ16171,0.2374411074,0.662830328,0.5496858467,-1.9747661208,-0.8117665731,-0.2374411074
FLJ20184,0.9570083139,0.7469599351,1.2154665594,-0.7933557608,-0.9449259716,-0.7469599351
FLJ20397,-0.9729667968,-0.2775149437,-0.5427733262,1.8917271406,0.33056846,0.2775149437
FLJ20920,0.8092823514,0.1614625218,1.5112089868,-1.4230321977,-0.2379793132,-0.1614625218
FLJ25169,-0.5446698324,-0.2962204507,-0.5940029458,0.2962204507,1.1353683433,1.860288249
FLJ25404,-0.8026702368,-1.3474406874,-0.2389220152,0.2389220152,0.7742716214,1.351502422
FLJ26850,-1.3771755714,-1.1878363283,-0.3933743023,0.8299060724,0.9002093553,0.3933743023
FLJ27255,2.1138513875,0.1256398194,0.725586264,-0.1256398194,-0.6014324974,-0.4104888397
FLJ27465,1.1767962172,0.2389565894,1.3068696825,-0.8704036746,-0.2389565894,-1.0437862418
FLJ33544,0.5757663826,0.7139154102,0.370983959,-1.0465928799,-1.7844195171,-0.370983959
FLJ35776,1.840370149,0.0562752981,0.9183611268,-0.5217704727,-0.8906083047,-0.0562752981
FLJ35848,-1.3814695688,-0.5769718709,-0.3644083095,1.0238582313,0.3644083095,1.2071257977
FLJ35880,1.2007277465,0.2330860464,0.8508035198,-1.0143074254,-1.3073126958,-0.2330860464
FLJ37307,0.386307849,1.3131374243,0.8235701064,-0.8496566295,-0.386307849,-1.2558585307
FLJ38723,-0.4897674285,-1.3788322312,-1.0462319412,0.9803054903,0.7960051168,0.4897674285
FLJ40113,-1.6154352281,-1.6038329562,-0.180238887,0.180238887,0.728748992,0.2469428734
FLJ40330,0.2061614233,0.7716323794,1.6926583707,-1.2345638084,-0.2825815302,-0.2061614233
FLJ40453,0.5411202268,1.7503722157,0.7997849351,-0.6085498664,-0.7577433548,-0.5411202268
FLJ40712,-0.9462743483,-0.8088461503,-0.6494930042,1.3712701196,0.6494930042,0.8755346568
FLJ41352,-1.204737223,-0.4004792562,-0.642972846,1.0437411741,0.4004792562,1.3309050238
FLJ42258,-0.421364735,-0.8233728076,-1.4100981238,1.1736349054,0.421364735,0.783511942
FLJ42986,2.3876609423,0.0660028009,0.7258178524,-0.1532335711,-0.0660028009,-0.1768572642
FLJ43860,-0.4932239074,-0.2015359749,-0.3960882438,0.2015359749,1.883736738,1.3827376458
FLJ44385,-0.4466793482,-0.2409783305,-0.9965688978,0.2409783305,1.8057469017,0.8128343008
FLJ44790,0.6069391874,1.0818205465,1.2481030355,-0.6069391874,-0.7655533882,-1.0009896957
FLJ45256,0.8014172319,1.1830307679,0.7377390762,-0.7377390762,-0.9616648674,-0.9722535452
FLJ45513,1.5602209213,0.5213682499,1.3292048979,-0.5213682499,-0.6201640837,-0.5857138621
FLJ90086,-0.9983172012,-0.2324746869,-0.8706784521,1.1737201754,0.2324746869,1.3534282256
FLJ90231,0.685511597,0.9959976221,1.1705145407,-0.685511597,-0.9767979826,-0.8721824622
FLOT1,0.2013848922,0.7756317676,1.2982189238,-0.2013848922,-1.2320448759,-1.0591749385
FLRT3,0.3592153417,1.2492298875,1.1881861658,-1.0984842409,-0.3592153417,-0.7837536809
FMNL1,0.9912307357,0.5571136972,1.5763954384,-0.7047188896,-0.7810963338,-0.5571136972
FN3K,0.89734536,0.8370512513,1.1448372205,-0.8370512513,-0.8419609473,-0.888858294
FN3KRP,-1.4732946918,-1.463343848,-0.0508066471,0.4389301778,0.0508066471,0.9445835081
FNBP1L,-1.2207414711,0.125390146,-0.3025579107,-0.125390146,1.1810991848,1.486640089
FNIP1,0.1377958211,-1.8920008891,-0.4494939297,0.7573746926,-0.1377958211,0.8365623052
FOS,-0.8881104578,-0.5431663397,-1.4392439471,0.8958923922,0.8919966201,0.5431663397
FOSB,-1.3811724121,-0.6032853065,-1.0241141311,0.8154676004,0.8599143746,0.6032853065
FOXA2,-1.6676720024,0.0402134904,-0.9988156554,0.6418118034,0.9918940391,-0.0402134904
FOXB1,1.2784409908,0.3171108641,-0.0181271046,0.0181271046,-1.5205378415,-1.0546488652
FOXB2,0.981584985,0.8722359616,0.6021022217,-1.2626574263,-0.6021022217,-0.9914874006
FOXD4L2,0.2668241592,2.1096845245,1.057494057,-0.4067569258,-0.2668241592,-0.3291068691
FOXF1,1.9524684863,-0.1648880356,0.5201770712,-0.8797165704,-0.5274566153,0.1648880356
FOXJ2,0.6443817819,0.5437842314,0.7295898435,-1.5006737069,-1.2314534994,-0.5437842314
FOXM1,-0.9951636145,-0.1032058623,-0.4702886951,0.1032058623,1.2839853873,1.5606321358
FOXN1,-1.335620028,-1.0570363656,0.110227386,-0.110227386,1.3591612575,0.5205942215
FOXP1,0.1180643172,1.6654679091,0.8206421989,-1.0179133415,-0.7569932775,-0.1180643172
FOXP3,-1.6246615462,-1.4256057373,-0.3806641001,0.6027672643,0.3806641001,0.5340442631
FOXR2,0.7504945631,0.0924763597,0.2448611103,-0.0924763597,-1.2916600742,-1.8622153573
FPR3,1.7806753421,-0.1250112043,1.301691494,-0.3894102284,-0.7586218654,0.1250112043
FRAT2,-0.3708401868,-1.4720116504,-0.9957288628,1.1882965946,0.3708401868,0.504643185
FRMPD4,-0.8070593058,-1.2089283504,-0.9286053549,0.809222887,0.8070593058,0.8682876435
FSD1,1.5783494442,0.1477199888,0.7959357823,-0.1477199888,-1.169045513,-0.7111138172
FSD1CL,0.9794965747,0.038291185,2.040573622,-0.038291185,-0.6573971538,-0.3457468253
FSD1L,1.7803191618,0.432474798,0.9601822897,-0.5116241596,-0.432474798,-0.786911493
FTH1,1.4696645224,-0.0415952034,0.9086928124,0.0415952034,-1.3315193831,-0.5312807588
FTHL11,1.1731093525,0.2325231402,0.7241021296,-0.2325231402,-1.5464750777,-0.7954447044
FTHL12,1.1059335084,0.1792262255,0.7577478935,-0.1792262255,-1.6628287144,-0.6364866744
FTHL16,1.1489690805,0.4006301115,0.6699207353,-0.4006301115,-1.4652597609,-0.9017503935
FTHL2,1.1972139421,0.3411927574,0.7612074775,-0.3411927574,-1.4366504068,-0.8410990629
FTHL3,1.1485531433,0.1214266951,0.6835126843,-0.1214266951,-1.6043468208,-0.817420627
FTHL7,1.2208041292,0.0224340442,0.7958150117,-0.0224340442,-1.6218659409,-0.4965763116
FTHL8,1.6025891234,0.3126879668,1.2945255356,-0.3126879668,-0.6045271918,-0.7643165314
FUBP3,-0.4799923253,-0.4996842498,-0.6997167836,0.4799923253,1.5263564671,1.4032443141
FURIN,0.8197300968,-0.3620919114,1.8388095647,-0.4748228953,-0.8653478185,0.3620919114
FUSSEL18,-0.2121084123,-1.0856454815,-1.1703833671,1.2838145813,0.2121084123,0.8462051806
FUT7,-0.0958465748,1.7975398279,1.4142017883,-0.4651386933,-0.5693870215,0.0958465748
FUT8,1.3266992366,0.184469758,0.1351025988,-1.4291734367,-0.1351025988,-1.1471175725
FXR1,-0.9092161155,-0.5642224521,-1.0076378089,1.0851987409,1.1672229721,0.5642224521
FXR2,0.2180069424,0.5755127798,1.8339182919,-0.5441147646,-0.2180069424,-1.0170280132
G0S2,1.1268593672,-0.4377135021,1.0597407732,0.4377135021,-1.3768499354,-0.5805117354
GABBR1,1.2692085502,0.4293165807,0.8541885278,-0.4293165807,-1.2412756033,-0.8660968979
GABPB1,-0.028679227,2.0506150279,1.3709573226,-0.2644502126,0.028679227,-0.3709881549
GABRA3,-0.9232951516,-1.0424195252,-0.5333243044,0.5333243044,1.2492146204,0.9706956446
GABRA5,1.4657837613,-0.4136223264,1.1819783942,-1.1914536186,0.1499316103,-0.1499316103
GABRA6,1.8582478453,0.0391325845,1.3097775493,-0.402484436,-0.6448824439,-0.0391325845
GADD45GIP1,0.9595132337,1.1511300108,0.5970203611,-0.5970203611,-1.237421593,-0.7170900076
GAGE2C,1.3589575525,0.6589607063,0.2239665852,-0.2239665852,-1.4512401318,-0.7186331207
GAGE5,1.0960898311,0.6100802541,0.7638847935,-1.4287621355,-0.661954434,-0.6100802541
GAK,0.7624178972,-0.2102733032,1.3717494474,0.2102733032,-1.4330139327,-0.6292265053
GALE,1.3018254085,0.0713979498,1.1964075187,-1.2375184543,-0.6310960939,-0.0713979498
GALNS,0.7927578667,0.2067127142,1.9051075153,-0.2067127142,-0.9357695369,-0.3421066445
GALNT12,-1.0959092256,-0.1427124794,-1.4144997429,0.1427124794,1.0143722128,0.8887895941
GALNT2,0.0316836641,0.9757203998,0.8691806989,-1.2152759209,-0.0316836641,-1.3812087663
GALNT4,2.0530730323,0.2387294458,0.6495934597,-0.4257947549,-0.695866951,-0.2387294458
GALNTL2,0.877506838,0.0994375815,1.4089391552,-0.7276274638,-0.0994375815,-1.3062490962
GALNTL4,1.9267440304,-0.245246145,1.5025546468,0.1676156978,-0.1676156978,-0.4259910918
GALR2,-0.5628969165,-1.5131997499,-1.0683742697,0.8720057289,0.5628969165,0.6125879813
GALT,0.2243103428,0.5317687528,1.2479994444,-0.2243103428,-1.5829902229,-0.7811140674
GAMT,-1.0809527853,-0.2541271668,-1.0743291772,1.4634042104,0.2541271668,0.6380653627
GAR1,-0.2934929391,-0.1716371488,-0.9404557944,0.1716371488,1.7363534252,1.1992320745
GART,-0.8697671959,-0.5007511462,-1.2701614948,0.5007511462,0.8944451806,1.1532891372
GAS2L1,1.8913655822,0.4620018014,0.5942461296,-0.4620018014,-0.5967730132,-0.7177435051
GAS2L2,-1.1329245388,-0.5159461301,-0.9632967662,0.8545054371,0.5159461301,1.2353007036
GAS6,0.6095231009,0.0730441627,1.7318747379,-0.3556706967,-1.2571367945,-0.0730441627
GATAD1,1.1583280853,0.1683024981,1.1975650038,-0.1683024981,-1.4815427655,-0.2130341165
GATAD2A,-0.5995214663,-0.6985763629,-1.0020029791,1.2181645264,0.5995214663,1.1771335171
GBA,2.0740183967,0.0502047165,0.2834778579,-0.0502047165,-0.7133766424,-0.550789579
GCGR,1.3560530699,0.2494423968,1.6312991788,-0.7380732123,-0.2494423968,-0.5557122186
GCKR,1.5657987042,0.036349622,2.0251169517,-0.1150356355,-0.3133764313,-0.036349622
GCNT2,0.0749965717,2.1190184045,0.9606146569,-0.4983045823,-0.3737289541,-0.0749965717
GCOM1,0.9173093252,0.3176031503,1.5220791935,-1.0754674044,-0.3176031503,-0.7404291003
GDF7,-1.0039815176,-1.2198396713,-0.5746229179,1.0099998292,0.9156149907,0.5746229179
GDI1,0.6889534613,0.4311557681,1.1336078675,-0.4311557681,-0.8955590088,-1.4534990912
GDPD2,-1.4704602238,-0.5102777006,-0.8549609681,0.7630462813,0.5102777006,1.0255767006
GFRA1,1.0448664803,0.6591928134,0.8051578062,-1.3003792771,-0.8452716751,-0.6591928134
GGA1,0.9207327411,0.4546320689,0.7458833446,-0.8158310058,-1.6170359026,-0.4546320689
GGCT,-0.7550511992,-0.4431246776,0.374472861,-0.374472861,1.5190493659,1.4781730044
GIF,1.6002647143,0.600926559,0.7193425246,-0.7084581105,-0.600926559,-0.8861018141
GIMAP6,-0.7398668122,-0.4176001659,-0.838707258,1.4999644363,1.1598953697,0.4176001659
GINS2,-0.9359000576,-0.1167564059,-1.1734367248,0.1167564059,0.7999783626,1.4432236443
GIT1,1.176847442,0.4243341543,0.6335998594,-1.206728334,-1.2074870962,-0.4243341543
GIT2,-0.8479701771,-1.2588461202,-0.4295698452,0.4295698452,0.8048819712,1.2959026185
GIYD1,1.1410240901,0.9234795882,0.6318943595,-0.6318943595,-1.1450645848,-0.8579773889
GIYD2,1.0689422702,0.9636989065,0.1906649861,-0.1906649861,-1.4875340588,-0.8092016504
GJA3,0.7217882903,0.2893484189,0.1362491596,-1.489156323,-0.1362491596,-1.7153392661
GJB2,0.9101794064,0.140426823,0.3780362255,-0.140426823,-1.5182840007,-1.4720386354
GLA,-0.0080335391,-1.51640707,-0.9091945551,0.635172006,0.0080335391,1.2336791156
GLI3,-1.0195119739,-0.5630376138,-0.9744137341,1.1580542208,1.0206323288,0.5630376138
GLI4,0.2759766807,1.7621812337,0.5658022489,-0.9747634286,-0.2759766807,-0.7323531094
GLIPR1L1,0.8874701458,0.2317349432,1.392835863,-1.3770533606,-0.5392660842,-0.2317349432
GLIPR2,0.651897509,0.176069973,0.8552977927,-1.4858337943,-1.3700129315,-0.176069973
GLIS3,1.8499940015,0.1955686929,0.4574400163,-0.2434476512,-1.1687909604,-0.1955686929
GLO1,0.7017675538,-0.0015544933,1.5477991379,-1.386931094,-0.4634780422,0.0015544933
GLRX5,-0.4970705019,-0.3527960376,-1.0157394058,0.3527960376,1.4625699677,1.2550171584
GLT8D1,0.6296444186,1.22498228,0.9985429634,-0.8333626638,-1.0187835449,-0.6296444186
GM2A,0.7245653642,0.2977336,1.896892082,-0.2977336,-0.5106463204,-0.8411001829
GMCL1,-0.7183275424,0.0080203938,-0.3191383741,-0.0080203938,2.075921757,0.7958284498
GMFG,-0.6243185408,-0.625980487,-1.1482484842,1.4551251045,0.6243185408,0.6402556032
GMIP,0.8335949105,0.1262709616,1.2867790254,-0.1262709616,-0.774524633,-1.4207310414
GMNN,-1.1418785811,-0.630958824,-0.9227098757,0.630958824,0.6384929666,1.2822928607
GMPPA,1.4013111975,-0.2157988811,0.5945098108,0.2157988811,-1.4491855922,-0.7026112445
GMPR2,-0.5012399506,-0.4715700532,-0.8486583873,1.6005955311,1.1642909107,0.4715700532
GNAI2,1.1400120005,0.7051914402,0.8273746246,-0.7051914402,-1.2241148845,-0.7230799649
GNAT1,0.4834229479,1.5194176591,1.4480806288,-0.646607942,-0.5071559899,-0.4834229479
GNAT2,1.8703519357,-0.0121202645,1.4815270403,0.0121202645,-0.6536884036,-0.0946855327
GNG8,0.8734176759,0.498713287,1.676122368,-0.7125461961,-0.7802140659,-0.498713287
GNL2,-1.249257429,-0.4228930914,-1.1416454304,0.4228930914,1.0206488739,0.8811736106
GNLY,0.6824761698,0.8240127336,1.4099781952,-0.9146542879,-0.6824761698,-0.7828156766
GNPTAB,1.9203181119,0.0646536682,1.6345289075,-0.4260130818,-0.0646536682,-0.0746045043
GOLGA7,1.192634693,0.356018081,0.5417883947,-0.356018081,-1.6400526828,-0.622310849
GOLPH3,-2.0091952317,-0.1114944891,-1.2324870148,0.1114944891,0.1470088173,0.6363122402
GOSR1,0.1950797134,0.4245272554,1.2981244302,-0.9577270958,-1.4932173004,-0.1950797134
GOT1,-0.8871618228,-0.3852530402,-0.919534613,0.3852530402,1.3639819138,1.1358652403
GPC5,0.7953367818,1.5155353925,0.5020669204,-0.5020669204,-1.095572626,-0.6479355192
GPD1L,-0.4830051325,-0.53242729,-0.3942050576,1.7540904632,0.3942050576,1.3500901679
GPN1,-0.6312019575,-0.9680179946,-0.7589078875,0.6312019575,0.6535031434,1.5151301504
GPR1,-0.3653465225,-0.4023860086,-0.1766889038,2.0189820507,0.1766889038,1.277287994
GPR101,-0.678109868,-1.0921947622,-0.7111572513,0.80402725,0.678109868,1.3239343085
GPR110,0.176281661,0.3030415267,1.1794716203,-1.351513575,-1.3731021901,-0.176281661
GPR137,1.1681371383,0.5407915094,0.9762578022,-1.3043292498,-0.5407915094,-0.6349807828
GPR148,-0.7729005442,-1.1330669276,-0.8931382435,0.8017026136,0.7729005442,1.0423603643
GPR150,0.6417033136,0.6372638005,1.343334187,-1.0786291834,-0.8989039365,-0.6372638005
GPR161,1.8805794112,0.3188640766,1.4392168067,-0.3850385569,-0.3699392317,-0.3188640766
GPR162,1.2631699281,-0.7209093942,0.8168362569,0.0465739071,-1.4885989332,-0.0465739071
GPR175,0.4823632397,1.0031410781,0.7426870141,-0.4823632397,-1.6450481491,-0.5518124996
GPR179,0.5325035566,0.6079348906,0.9590652767,-1.3979390944,-1.1636708989,-0.5325035566
GPR182,-0.8756099419,-1.6381932617,-0.5537188443,0.7024501092,0.5537188443,0.7862161075
GPR183,-0.0080019334,1.2565656299,0.9082613518,-1.4297507106,-0.742831746,0.0080019334
GPR55,-0.0203192689,0.93209059,1.5816497856,-1.0949233141,0.0203192689,-0.7157464573
GPR68,2.2715762873,-0.0724806878,1.1174080326,-0.1488188095,-0.2408455364,0.0724806878
GPR78,1.4388795434,0.1108092484,0.9799480798,-0.1108092484,-0.8972309144,-1.0825323605
GPSM3,1.2037101483,0.1325368664,1.0275742798,-0.1325368664,-1.4050482811,-0.6989843357
GPX3,0.5640758072,1.1808475938,0.7116676134,-1.2282881119,-0.5640758072,-0.9855353623
GPX4,0.9845228081,0.1846024582,1.0030407148,-0.3450700544,-1.6845442704,-0.1846024582
GPX7,-0.8159485851,-0.482903605,-0.8845726231,1.4824983946,0.482903605,0.993934466
GRAMD1A,1.1963816089,-0.3226759521,0.9318881022,0.3226759521,-1.1771964557,-1.0525882986
GRASP,0.1373994161,1.3885363134,1.513859876,-0.7385893563,-0.7334302547,-0.1373994161
GREM1,0.9212145773,-0.0435334521,1.8230986364,-0.6143978737,0.0435334521,-0.8485558442
GRIN1,-0.554419294,-0.8140420602,-0.0488987375,1.5781075979,0.0488987375,1.4029021286
GRIN2A,0.640180368,1.2563366927,0.9806127994,-0.8801571455,-0.9454514609,-0.640180368
GRIN3B,0.4985798701,1.523749845,1.2506351396,-0.7666911281,-0.4985798701,-0.5996321564
GRINA,0.8565970472,0.2541386604,0.442302242,-0.2541386604,-1.7480690974,-1.143992835
GRINL1A,-1.5303521924,-0.132108649,-0.932900604,0.132108649,1.3212831938,0.3385376907
GRIP1,-0.1271779244,-0.3514378056,-0.4010547534,2.1852385246,0.1271779244,0.9048529008
GRM7,-0.5024063842,-0.8421201545,-0.6065656208,0.9751718399,1.6414897422,0.5024063842
GRN,1.4678412755,0.3047461752,0.8575774567,-0.3047461752,-0.8409250723,-1.1135700161
GRXCR2,1.3277564412,0.3156565374,0.8716707363,-0.3156565374,-1.3470858206,-0.6841416823
GSDM1,1.2283805195,-0.1205519773,1.4023608284,0.1205519773,-0.9756630396,-0.8133645142
GSDMD,1.0089966027,0.662545878,0.9157142849,-0.662545878,-1.1031929139,-1.027368948
GSN,-0.1989188539,1.9067350837,1.3142761433,-0.6819000884,-0.1503879762,0.1503879762
GSS,0.5488407609,0.0057246508,1.239293793,-1.6620220476,-0.6708143572,-0.0057246508
GSTP1,0.2494847594,1.1846200003,0.9365083664,-1.4722433842,-0.2494847594,-0.6539464285
GTDC1,0.8926778194,0.3129423341,0.8650157579,-0.3129423341,-1.6933683476,-0.6732889545
GTF2A1L,0.9107507589,-0.0041891564,1.7038931967,-0.9271424116,0.0041891564,-0.745376511
GTF2B,-1.9995952303,0.3488500947,-1.1339650074,-0.3488500947,0.4520951632,0.3841484786
GTF2F1,-0.2769507141,-1.2285874748,-0.5093993906,1.1378359871,0.2769507141,1.3719673431
