Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
RNF208,6.5555437643,6.5370505616,6.5546783826,6.4315072637,6.4509141686,6.3871123816
RNF216L,9.4703274373,8.9013780211,8.8033329706,8.315440218,8.0705610338,8.0146594861
RNF25,7.3765275431,7.319248809,7.190293229,7.1713595454,7.074110338,7.1311857103
RNF34,10.7608138321,10.474417369,10.7372501249,10.3144953783,9.8217797525,9.5483587758
RNF5,8.1036389224,7.8106338006,8.5596585623,7.7461872785,7.1678291148,7.5592132169
RNF7,11.8730023548,11.7926354302,11.6128289528,12.390553335,12.1664809331,12.3980665451
RNH1,9.8084243182,9.5450241749,10.012030668,9.2013980015,8.7153260929,8.5413475891
RNPS1,10.5248499912,10.1835822151,10.5020544218,10.8540979326,10.631269339,10.8932190741
RNU105C,7.0299249086,6.9042612902,6.9428894756,7.1410621109,7.3069242323,7.103886913
RORA,6.7783561953,6.8553907609,6.8387114193,6.6091067322,6.6496528788,6.7492749417
RORC,7.0023300799,7.0120293627,6.8718593833,6.786012963,6.7984053933,6.8069875973
RPA2,12.3278179412,12.2897238596,11.4923656549,11.4199366856,11.2658270203,11.2063917942
RPA4,6.9170946519,6.8850401989,6.7324596735,7.9229898844,7.8787576955,7.346055358
RPF2,8.8813250095,8.9651251079,9.2477246803,10.6683674414,10.2228420312,10.1822163309
RPL10A,14.2656458336,14.1723851534,14.676544738,15.2938677223,15.0563331992,15.1466639831
RPL11,15.1599423388,15.1791065919,15.340233723,15.4490535665,15.4577092772,15.3126028452
RPL13L,9.9806355522,9.6120087294,10.436782115,9.3550765116,9.307333386,9.1913604372
RPL14L,11.8078449422,11.5696042038,12.7578547813,13.1498156423,12.6729264413,13.179858737
RPL28,7.5553633338,7.6662247175,7.7504736291,8.5080031305,8.2120017558,8.3376390246
RPL5,13.8274451293,13.5539601945,14.1605939509,14.2809576331,13.9839561537,14.17433449
RPL6,14.8267031291,14.7385365207,14.9887587902,15.3902077539,15.182105497,15.2080748609
RPL7A,12.9671741326,12.7720328575,13.1702729871,13.3358226109,13.1788360189,13.2392394761
RPLP1,14.6966749251,14.5667392564,14.9891965076,14.4807627565,14.3028434671,14.4693924092
RPN1,11.6004328306,12.5081810788,12.0998164397,12.6230664273,12.7222069943,12.6415806724
RPN2,9.735793011,10.0682704578,9.9944769427,10.6620172705,10.5856352154,10.2138902167
RPS12,14.2401885708,13.958161949,14.3503205194,14.8563313805,14.5398889696,14.7798159106
RPS15A,8.2984488034,8.1776752538,8.7458662086,9.0684212348,8.9804714299,8.8103807891
RPS19BP1,10.085399173,9.9215460787,9.2746361739,9.2703685796,8.7134730218,8.9362104583
RPS24,13.6729160679,13.3495398666,14.2410309307,14.3207443537,14.0334344987,14.4110436614
RPS26L,10.5991107337,10.4421978167,11.2435373936,10.248861086,9.8546919209,10.0263466613
RPS27A,14.608329281,14.4954195577,14.6736655798,14.9372792408,14.7848392325,14.879690197
RPS27L,10.9968199319,10.7114679522,11.4285043153,10.3104766828,10.2091659655,10.3987903499
RPS29,13.6577965568,13.362996996,14.0648084429,14.1554805201,13.9497682277,14.1421039603
RPS4Y1,7.8636549107,7.7108678193,7.7283115154,10.786156824,10.5868963135,10.1093202301
RPS4Y2,7.5010433322,7.4315273924,7.2734699963,8.3877003636,8.3293196514,7.9176994772
RPS6,13.775026044,13.4923969727,14.2595588965,14.5547026284,14.1401943076,14.343015041
RPS6P1,7.7099344723,7.4144608815,8.6420149986,8.6649649304,8.3760569912,8.3467481349
RPS8,11.683918131,11.5992464399,12.4249551729,12.9719955872,12.6023268338,12.7654334103
RPSA,12.8901868526,12.4595507484,13.4679203028,13.8356718986,13.1267368214,13.5190729737
RPUSD1,8.353712132,7.6431256044,8.0169065466,7.2117045686,6.9783132052,6.9514814652
RRBP1,11.3787193667,11.2199866828,11.512151192,10.4388014365,10.7576284657,10.6448513735
RRM1,8.5593560034,8.4485965854,8.406025661,10.2417330405,8.6996922799,9.7080802299
RRP15,6.9089103929,6.952263352,6.7141210516,7.4117747653,7.5251091827,8.2451129578
RSL1D1,10.6444793014,10.337598827,11.048301798,11.8795013626,11.055685394,11.6362208202
RSL24D1,11.5721815685,11.3629632846,11.852940966,12.5610724938,12.0663723186,12.4972224117
RSRC2,11.4154560619,11.1768149909,11.6603195517,11.8484214921,11.8626047602,12.3589836456
RTBDN,6.8555212175,6.8674530191,6.8975307491,6.7150985753,6.6075938228,6.7891418472
RTCD1,7.8817553699,7.6664595496,8.2530556292,8.4941222991,8.5446024301,8.5014690048
RTL1,6.7172215267,6.790888776,6.7332295332,6.8939869705,6.954743348,6.916873082
RTN1,7.3549002485,7.2258463434,7.3186891146,6.8063041152,6.7921946186,6.9384934811
RTN3,7.6216918976,8.0820253564,8.0319449607,7.5136935294,7.5006759488,7.15741129
RTN4,11.9152396256,12.0788050244,12.0205402234,12.5079005591,12.5869166857,12.5322135662
RTP1,6.9277888281,6.8735170988,6.9681635998,7.0948785497,7.165384552,7.0861519512
RUFY1,9.2416969226,8.8798335487,9.2838899716,8.1913073134,8.3619629293,8.060584802
RUFY2,6.912259639,6.8922205329,6.933706115,7.0509237929,7.0823030871,7.0573428756
RUNX1T1,6.6516018405,6.6368495347,6.6129210006,6.8694308894,6.8589883185,6.8215155118
RUSC2,7.1593140406,8.2308587786,6.9950802885,7.0062058922,7.25547902,6.7750384331
RYBP,9.1487943231,9.4072848868,9.1070023251,10.2409401457,10.0971895414,10.6142864678
S100A1,6.8591529394,6.8188627141,6.8096732519,6.6985642123,6.7322696125,6.6985580934
S100A3,9.1781847822,8.1585116335,8.0719607186,6.6478029952,6.544860958,6.508126118
SAA1,6.8741343277,6.7719595539,6.7362727043,6.6514777466,6.6344756377,6.6655573248
SAAL1,8.0594298422,7.9602386589,8.6423381771,9.8688880894,8.2642113904,9.8115421216
SAMD10,7.5984815404,7.4298177755,7.5532731602,7.2211775773,7.2060632313,7.2123977955
SAMD12,6.6605013465,6.7117687451,6.6015827573,6.568612816,6.5343696555,6.522670389
SAMD14,7.927029828,7.8326815139,7.7261037265,7.0902613429,6.8137457076,7.2326446801
SAMD4A,7.9125831899,8.3125402843,7.3698936293,7.0643204029,7.4697889975,7.3155459056
SAMD7,6.923665156,6.8837285526,6.9387564793,7.2561956896,7.1404748458,7.1764878504
SAMSN1,9.1016422874,9.000089488,8.6449958384,7.8288429745,7.9100279611,7.1800399642
SAR1B,7.1773492698,7.2626965458,7.1867817912,7.0830365204,7.0553759852,7.1153033509
SARM1,7.3880214178,7.2600892428,7.5512319127,7.0081400208,6.9042616129,6.8628957317
SAT1,15.4224559375,15.3801164648,15.2141548268,14.9538294753,15.0375377373,15.0746864011
SBF1,11.3938674502,11.0756637476,11.3838945401,10.033339658,10.0467080896,10.8987475595
SBNO2,8.3325480998,8.1704529236,8.3160031269,7.6102716136,7.7441121397,7.5603911918
SC65,6.9385202142,6.8885792258,6.654587164,7.3662705473,7.3979112285,7.5713230729
SCAMP3,11.0604361304,11.0477064531,10.6549905469,10.5652818437,10.1907896557,10.237106002
SCAMP4,7.5039394353,7.4458811893,7.5012317283,7.2372777312,7.1462837881,7.1950247098
SCARA5,7.7325971967,6.9843961163,7.1996747797,6.5671996823,6.5565586869,6.5710624428
SCARNA10,7.4183423491,7.0993208126,7.4615074262,7.6293200195,7.4720756902,7.7938907744
SCARNA21,7.0446895939,7.045387371,6.8941282399,6.876042166,6.8131457178,6.8558255965
SCARNA7,6.9797308971,6.9406495392,6.9962553871,7.3195201213,7.176214212,7.4850154603
SCCPDH,7.4746711393,7.4540270335,7.5931183718,8.4432040714,9.001894622,8.0911781042
SCFD1,9.5769488048,9.5865830715,10.2863730274,10.5306537332,10.4680501475,10.8875161673
SCLT1,7.0427868497,7.0034340958,7.1167089601,7.5451184284,7.3546874069,7.2862174529
SCMH1,6.8559396161,6.8985034339,6.7855466777,6.6816589716,6.7429580173,6.6930946476
SCML1,7.1818003928,7.2040397423,7.3145553624,8.2670714306,7.6305046321,8.7689731429
SCN5A,6.6670476315,6.6657630734,6.6429638272,6.9195492455,6.9794916006,6.7962735019
SCRT1,7.070128545,7.022751612,7.0895652091,6.9314953908,6.9325680059,6.908102653
SCYL1,11.314496975,10.8766931128,11.0071152967,10.2851502254,10.4810564227,10.2454603762
SDC2,9.7209456258,10.1146863424,8.4505081485,7.6475739026,7.9849825031,7.6531724822
SDCCAG10,7.3777625028,7.6500752123,7.3916982562,8.7022244658,8.3191272443,8.5109512272
SDF4,10.1163340497,10.0763759609,9.9519083235,9.3481440937,9.434269122,9.2067175224
SDHA,11.4688569355,11.2215624532,12.2152347211,10.9508556909,10.5814122269,11.5624096359
SDHD,7.2993646891,7.4898930434,7.2655425542,7.9467176525,8.1067545041,8.0684725593
SEC14L1,8.9345332122,8.0931269577,8.9037099314,8.0465047352,7.8186411571,7.6209025882
SEC14L3,6.8657378581,6.7897929981,6.8624264756,7.0420849154,6.9580670615,6.9635318861
SEC22C,7.7988902526,7.7384032621,7.8047600903,8.3853625663,8.482921237,8.5789455105
SEC23A,7.1041866747,7.2386737102,7.0200934369,7.0083315942,6.9836363501,6.9240970921
SEC24C,7.0373547768,7.0329034031,6.9105649317,6.8442583493,6.8375977559,6.8189250134
SECISBP2L,7.7567304058,7.2875619604,7.3967515519,7.0811275606,6.9493992805,6.7420672734
SELI,8.4432103335,8.2956397323,8.6979586834,7.9322137689,7.4723560114,7.8191854752
SELK,9.1132705703,9.0055969266,9.503157297,10.0924828819,10.0653570531,10.0017832956
SELM,8.7279869634,8.7382661747,7.445412789,7.0282054381,7.5444938506,7.2020103685
SELO,9.9481493167,9.7146448315,9.6584134537,8.7991253847,8.8224795075,9.1395020436
SEMA3D,6.6875837831,6.5961681535,6.669705836,6.9374474093,6.9159259644,6.8822345601
SEMA3F,7.1182812579,7.0598157569,7.0148035119,7.1272226406,7.2232688763,7.3078626125
SEMA6B,6.9186626667,6.9049862924,6.8296347928,6.8213806524,6.7425773609,6.702991074
SENP3,6.8009233856,6.722850769,6.697066534,6.9735205341,6.9436321534,6.8645942665
SENP5,9.6491507892,9.2135295237,9.5289330666,8.9655733008,8.6431418076,8.878078647
Sep-08,6.9591527328,6.9322050382,6.9768935089,7.1426704806,7.108042653,7.1139154048
SEPW1,9.8047128723,9.884155942,9.6018973555,9.2351242409,9.4008723882,9.3338044615
SERAC1,6.950765129,7.0196895636,7.0191004385,6.7570432698,6.7027099668,6.659797517
SERINC2,8.3648113623,8.2495546455,7.2337464626,6.9995396702,7.0979049083,6.9685583352
SERPINA1,6.7543684719,6.8662447009,6.7766173254,6.6367865321,6.7141465956,6.5515822204
SERPINB1,12.9430141336,12.256484653,12.8469362599,11.6393947793,11.7799378228,11.7961302819
SERPINB6,13.7955778397,14.17698408,13.910731507,12.7004359429,13.6750978315,13.377300702
SERPINH1,9.3155348734,9.9230344582,9.2868276972,10.9995951259,10.5680815662,11.872787548
SEZ6L2,6.754335836,6.831987491,6.9144452553,6.9584704567,6.9759382107,7.0853126855
SF3B1,11.4380393982,11.1144473817,11.0021653128,11.6746334507,11.3946932556,11.7770170968
SF3B4,9.7374501059,9.6356882051,9.6472696112,10.2974239348,10.1769630504,10.1357285046
SFRS1,10.957800221,10.8962930547,10.7188167925,11.4116746515,11.2198510472,11.3518459938
SFRS10,11.1591322136,11.2483869705,11.5462567649,12.2347938344,12.1266584045,12.5234125375
SFRS11,8.4318354831,8.2611607625,9.1563936561,7.977440948,7.6713681965,8.254974157
SFRS12,8.2348897996,7.9281289704,8.4707364557,8.9522883721,8.7992207616,9.0303432103
SFRS5,12.2872049721,12.270666235,12.123232211,13.1046825448,13.2709162146,13.1109206176
SFXN5,8.9389413934,8.7678510027,7.586596009,7.515147373,7.755759073,6.9783801836
SGK196,6.7624921932,6.6819792701,6.7033441228,6.8112805518,6.8382550483,6.9164438971
SGSM2,12.6365264402,12.1848741576,12.3671814921,11.3119762527,11.5321558455,11.7957430209
SGSM3,8.063476156,7.7613848767,7.6939473802,7.2899937164,7.4078397329,7.498522755
SGTB,6.7925873327,6.7627051625,6.7436967872,6.9540628021,6.9755748037,6.9206005187
SH2B1,8.1432022606,8.0084770436,7.5552033112,7.2039189292,7.311690141,7.3604767473
SH2D2A,7.1950798944,7.1763207722,7.142469991,7.5042601492,7.3282484215,7.3281935123
SH3BGRL,8.4912098435,8.4973033011,8.4314801547,9.594357559,9.8901964527,9.2112610028
SH3GL1,9.1796463673,8.9833386904,8.9041721335,8.448205183,8.4708544949,8.4314817462
SH3GL2,6.7657212691,6.7466935611,6.7272027505,6.6119190106,6.6603567643,6.6747898696
SH3PXD2B,8.6903069396,9.6246451644,7.2504840991,7.1885546482,8.0065957951,7.3146363043
SHCBP1,6.8723213999,6.868736025,6.9144168207,7.2173552436,6.9426994543,7.2008849173
SHKBP1,8.7420349894,8.6482774394,8.5151985116,7.6654881499,8.2491647156,7.6666494866
SHMT2,10.7051136031,10.34613187,10.9368878816,11.7684951799,11.3451035355,11.3692842217
SHQ1,7.030251812,7.0428493946,7.0809868812,7.3823376813,7.2086068244,7.7333257058
SIGIRR,7.1750702209,7.1105793699,6.9701478217,6.834826895,6.9030338899,6.7787378995
SIGLEC12,7.2818841756,7.2858456754,7.3890113478,7.139052376,7.209765997,7.1867080064
SIK2,7.0322060523,7.1411880776,7.2324960731,6.6429498831,6.7574915993,6.7939628041
SIL1,10.4219149283,9.555473368,9.3967138256,8.2503589852,8.5410775027,7.8394205857
SIPA1L3,7.103820251,7.0928927642,7.1560272218,6.9784682943,6.8555458948,6.8404091155
SIRT1,7.0034301637,7.1687136961,7.4309281295,7.713155445,7.8260715478,8.1445256154
SKA1,7.017955111,7.0959906223,7.1087175546,7.9412908966,7.3159188309,7.6077627648
SKA2,6.9821961469,6.9324780351,6.8204219041,7.372254726,7.0827371398,7.3241458433
SKIL,7.4224256148,7.3190328048,7.3168962377,7.8639648686,7.6273230573,7.6705899199
SKIV2L,10.8509592775,11.0688064037,10.9840266582,10.1645388046,10.3711123571,10.1619626661
SKP2,8.8847545913,8.9001756476,8.3595434075,9.7820091332,10.0471771521,10.257360456
SLAMF1,10.3928967378,10.6383620887,9.8471845524,7.8760343081,8.6818806719,7.438513448
SLC12A8,8.0691977543,7.8379359261,7.9005051739,7.3856581939,7.5499744288,7.4212122869
SLC13A2,7.0716746919,7.0419794571,7.2070145933,7.218861375,7.2760149821,7.3384668831
SLC15A1,6.4734657422,6.4891739941,6.4570846404,6.6262592965,6.5967819348,6.5834724101
SLC16A13,6.9418771572,7.0586062218,6.9773093571,7.2789489922,7.2638925323,7.3883827832
SLC16A2,7.0541752193,6.990281215,7.1568016073,6.9555120019,6.8945879312,6.8310565522
SLC17A1,6.8695189946,6.8452729047,6.8142113062,6.9284029626,6.9966468326,6.991317465
SLC1A1,6.6030053441,6.740221623,6.6665347528,6.5249530046,6.5029294641,6.5270806869
SLC1A2,7.2499291967,7.0529158889,6.8464119827,6.7563286418,6.7846333275,6.70499159
SLC1A3,9.892218478,12.01565671,9.3243673208,8.3533125672,9.6751062004,7.8468013585
SLC22A1,7.8506758881,8.0265238651,7.6402482742,7.4106472947,7.5596596796,7.3192843239
SLC22A10,6.5137157873,6.4883524199,6.4954429924,6.4181452575,6.3963820777,6.3199212949
SLC23A1,6.9942527166,7.0079915698,6.9657210454,6.7002392993,6.7754625224,6.8038405598
SLC24A4,7.2671160778,7.2486293783,7.1740377018,7.042894503,7.1648948043,7.0462432361
SLC25A11,9.313013239,8.9275524108,8.3299493964,8.2961551742,8.64930305,7.9566907117
SLC25A16,7.6001404356,7.5777554489,7.614762671,8.0588107342,8.3192321101,8.0153331902
SLC25A25,11.4965846362,10.8827517415,11.9504864663,12.1044619093,11.6961814911,13.0386258144
SLC25A3,10.8329649506,10.4767498599,11.0607011313,11.5976384273,11.0958310579,11.6324427139
SLC25A44,9.7325666058,9.6415847971,9.2065548367,10.6663505576,11.1420881406,10.5561386072
SLC25A5,13.9180170843,13.851031693,13.9600980019,14.5237184557,14.1780354498,14.2632793984
SLC26A8,7.0713246045,6.9491647557,7.0433850111,7.1326377461,7.1796110553,7.1538289714
SLC2A11,7.2210718866,7.2360026119,7.1498501938,6.9625176361,6.9844564626,6.8702872187
SLC2A5,9.4277418228,9.4699172743,8.7456031728,8.1765628643,8.605762051,7.0870093493
SLC30A2,6.6982569162,6.6356740234,6.7492375336,6.5802998048,6.5545238517,6.5871938148
SLC34A1,6.775689415,6.7448967476,6.9255835614,6.9624960259,6.9829770665,6.99365872
SLC35D2,8.9109086416,9.1180000649,8.9280354966,8.5119522736,8.4775551317,8.2309156425
SLC35E1,9.2717996781,9.1846776505,8.9722622263,8.7521998607,8.4543229585,8.3412089852
SLC37A1,9.7715774881,8.5245353923,10.1039038761,8.4235904457,8.2463998761,8.886492395
SLC38A1,8.5862586009,7.1317447083,8.7966742714,10.0176622066,7.6861545069,10.1065386875
SLC38A10,7.0914449137,7.2253228002,6.9851558941,6.6883671463,6.6996571369,6.7322143277
SLC38A5,7.2923627251,7.059630203,7.15681426,7.3524273868,7.3910087866,7.4138720728
SLC39A5,6.8398564792,6.9773618035,6.9108834787,7.1052771559,7.1374729243,7.1550797381
SLC3A2,6.915437083,7.000391871,6.9343393722,6.7847418821,6.8181740858,6.7491137989
SLC43A2,10.6070316197,11.681985302,8.8998395704,9.1456915409,10.2854362423,8.4651941697
SLC44A1,9.7267812312,9.8116929435,8.5413991427,7.6289632568,7.6531190786,7.8349342208
SLC44A3,6.8727741855,6.9477598941,6.860941749,6.7373696442,6.7695119994,6.7310625719
SLC44A4,6.9832845841,6.969775321,6.9473333192,7.2712597061,7.1346960338,7.2921238679
SLC48A1,8.4566882318,8.2047860955,8.0488720007,7.6196430966,7.6674804915,7.5831445905
SLC4A2,7.3754985157,7.3524832953,7.3768411996,7.1559983113,7.0208067817,7.0291242409
SLC5A10,7.2733728169,7.1674669079,7.3481248955,7.535039604,7.5637312548,7.5647590819
SLC5A12,7.0594598784,7.0168588304,6.9515927201,7.1697331649,7.0723150584,7.1798103267
SLC5A2,6.6581579427,6.631177317,6.6470154635,6.5582180544,6.5763477093,6.5276728403
SLC6A12,11.0127912314,8.9497619513,10.4532860602,8.500947814,7.8951366043,8.0830205395
SLC6A15,6.5864042868,6.6559413328,6.5953174672,6.5563123769,6.5298141864,6.4263504492
SLC7A11,9.5349947039,9.1694936168,9.2326560288,8.0992097557,7.8941150298,7.2114001718
SLC7A3,7.2051632659,7.0770404298,7.219247125,6.8073864982,6.9582646868,6.8994944717
SLC7A5,9.7974223918,11.2067489291,9.9273870631,11.8114713254,11.3606268735,11.7518971532
SLCO1A2,6.8298997729,6.810932204,6.7546471124,6.6775482772,6.7070745419,6.6846413862
SLCO1B1,7.3931648469,7.349955554,7.5027464253,7.2686308448,7.1214481273,7.2112637471
SLCO4A1,10.4898069321,11.0720965095,9.3296433506,9.009124052,9.7795898615,8.0991621759
SLFN11,8.5622240689,9.2053392306,8.4823664837,9.7345791942,9.7475185978,9.5558020503
SLFN13,6.9544450635,6.9529790107,7.026228646,6.7355233396,6.6984564817,6.7411021999
SLMO1,7.1035919831,7.283262786,7.4741074436,8.4166210567,9.2045876897,7.4925504852
SMAD2,6.9792136477,7.0148068972,7.1247995871,6.9022180268,6.9272337177,6.8904209473
SMAD3,8.9110107138,9.4380690301,8.9023252995,10.0818785528,9.891861457,10.1327966278
SMAP2,14.8956876784,14.3762884936,14.240055311,13.7310907706,13.3888276829,12.7316213536
SMARCB1,7.6156221137,7.3180539215,7.4983461883,7.2738896488,7.1877636013,7.1555580049
SMC4,8.8142076323,8.0137863165,8.8779069879,9.8627543597,8.4772277821,9.5586389653
SMEK3P,6.8609226001,6.78862555,6.8066924923,6.982150867,6.9297549187,6.8946569092
SMS,10.7175441931,10.831154715,10.8985407378,10.2016967311,10.5223004511,10.0364916037
SMURF1,7.7981022222,7.6165795028,7.7245426138,7.2518210267,7.3066320353,7.341753842
SNAP23,7.4346046996,7.4555380701,7.2905741971,8.2052345949,8.4551340285,8.3439652079
SNHG10,7.3000489047,7.072059201,7.2242220144,6.8601327783,6.8423327298,6.8462985703
SNHG7,7.5501258846,7.5590920555,7.3834233597,8.1458793581,7.8851587585,8.1950101463
SNHG8,6.6025204605,6.6126495329,6.5999445879,6.4557310966,6.5002009877,6.4783532965
SNORA12,6.912433659,6.8373210981,7.0824423112,6.7352122101,6.7186648365,6.8408107677
SNORA49,7.4690679358,7.2819672064,7.411784077,7.2223679021,7.1949391383,7.0397534828
SNORA5A,6.5270953248,6.5545262349,6.5894535336,6.5862547353,6.7690540872,6.7436131107
SNORA75,6.8271366004,6.7713055482,6.9366631148,6.9554010282,7.1905835838,7.1511311661
SNORA76,7.2186451677,7.2299783619,7.3293889833,7.7755777997,7.5117541178,7.7720335608
SNORD114-19,6.9025751859,6.8232909731,6.8022345436,7.03169879,6.9747653376,7.0096262962
SNORD53,6.8815975754,6.874693154,6.8105441591,7.0400578282,7.0929945499,7.0664622111
SNORD67,7.1838910737,7.1205646594,7.1664711492,7.0572166288,6.9981559432,6.9521205691
SNORD88B,7.1394837354,7.0915484629,7.0951750102,6.9100501859,6.89844721,6.9793286482
SNORD98,6.6572579969,6.6932993566,6.6793908293,6.5737196693,6.5751749593,6.5893788418
SNRK,10.0972186839,9.9283572795,9.6061464951,10.8556059389,10.6719317204,10.3499741655
SNRNP70,8.6232162592,8.4456312759,8.482416823,8.1200657748,7.8947135591,8.1250203823
SNRPB2,10.6879941063,10.6295212381,10.7583800307,11.5469688489,11.4128093492,11.8876637751
SNRPF,7.0588934038,6.9691486458,7.2054609991,7.6170551405,7.2461117022,7.8813243954
SNRPG,11.1202534389,11.353149816,11.5937567645,12.1842805511,11.5416414762,12.0248979106
SNX29,8.9185965288,9.2319894791,9.0057465295,8.0652829573,8.3164481884,7.7477988367
SNX32,6.8618764387,6.9587228444,6.8718599902,7.1461125908,7.0327199606,7.1434209637
SOCS1,8.8071214865,8.2065809726,8.6725083078,7.6637808454,7.7918184522,7.8460335274
SOCS3,8.2591724057,8.244104519,7.9164341294,7.7018074463,7.9914867607,7.5756686635
SOLH,7.6381571185,7.6566841733,7.6307191853,7.2772606628,7.363977841,7.143788687
